video_id,title,thumbnail,description,upload_date,uploader,channel_id,duration,view_count,like_count,average_rating,categories,subtitles,automated_captions
Uuh18qfd2H0,This cube LIGHTS up! 💡,https://i.ytimg.com/vi/Uuh18qfd2H0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBjKFswDw==&rs=AOn4CLAsBP7dThtoeQaCl0sQ36GtYszoiQ,"#cubing #rubikscube #cuber 

This is called the Afterlife cube a cube that lights up when you turn it!",20230208,SoupTimmy,UCpp1GoykvTBuPiZt3FiFHjg,51,9257674,491936,,Entertainment,,https://www.youtube.com/api/timedtext?v=Uuh18qfd2H0&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678169813&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=5B04415F3BBCD3CD876E72ADBC61E47C079AD9BE.B2D0FEBA319CC49758076D04F6CD570BC192FD7E&key=yt8&kind=asr&lang=en&fmt=json3
xhGPB7pZOMM,I made cartoon art cookies for Valentine’s Day (inspired by @cutepolish!),https://i.ytimg.com/vi/xhGPB7pZOMM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBEKEIwDw==&rs=AOn4CLA0Pnk8UseB6eH8QJ7Ddv34_eXB8A,"I love the look of these cartoon art cookies for Valentine's Day! 

To make them, I baked my chocolate cut-out cookie recipe in the shape of hearts and decorated them with flood consistency royal icing (my recipes are available in my book Cookie Canvas and in my Cookie Art Club https://sweetambs.mn.co!). 

I used Chefmaster food coloring to make black icing and two shades of each color. The thin black lines are drawn on with a FooDoodler edible ink marker. 

Let me know what you think of these cookies! 

Here's the video from @cutepolish that inspired these cookies: https://youtu.be/wpWrrZhluF0",20230213,SweetAmbsCookies,UC3I0VtPUgUkhLpggtt7iIpw,58,1001823,91845,,Howto & Style,,https://www.youtube.com/api/timedtext?v=xhGPB7pZOMM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261409&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=09DDA022008D65141CD44649FA4815701AAB27AB.52F514F1C3E4CA66DCE0464FFD364AB4402CE30E&key=yt8&kind=asr&lang=en&fmt=json3
coCE-KWcLNg,Michael Jackson’s “Thriller” IS ICONIC! #michaeljackson #halloween #thriller #musicvideo #mj #shorts,https://i.ytimg.com/vi/coCE-KWcLNg/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYyBjKGMwDw==&rs=AOn4CLBjYGmi10fpt7sDGWpf4c3TbnUMkg,,20221019,Charles Brockman III (TheOnlyCB3),UCXtCobcQRbIk-_sPSJUXzmQ,60,4706729,402437,,Comedy,,https://www.youtube.com/api/timedtext?v=coCE-KWcLNg&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261410&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=E8F5C5F823269BACA766FD6B7AB9A1D5D9C4F94E.4A8502C7D851E27630CF7C69F3BA836DD8B84201&key=yt8&kind=asr&lang=en&fmt=json3
Ut20Kfj9NHo,Growing Dragon fruit seeds #shorts #timelapse #amazingtube,https://i.ytimg.com/vi/Ut20Kfj9NHo/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYXyBfKF8wDw==&rs=AOn4CLDqD4uUixo1OM05m2oIj66195wUGw,"Growing Dragon fruit seeds #shorts #timelapse #amazingtube #thanhlong 
Contact : 
Email: animationdango@gmail.com
Facebook: https://www.facebook.com/ngohuynhdang1
Instagram: https://www.instagram.com/amazingnaturevideos/",20230210,Amazing Tube,UCU9FjEKGwl40uHfSgjgnYaQ,59,9155837,431770,,People & Blogs,,
Cng-kfxCOKQ,Disney Garden Goodness Munchlings 2!,https://i.ytimg.com/vi/Cng-kfxCOKQ/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSSBlKGUwDw==&rs=AOn4CLCoUSwk1yUAsq_SphrJCI-0AFd9Dw,"Follow me on TikTok: https://vm.tiktok.com/ZMeJbVRC3/

Follow me on Instagram: https://www.instagram.com/vthomasenglish/?hl=en

Follow me on Facebook: https://www.facebook.com/mrthomasenglish/",20230222,mrthomasenglish,UCv3cvTwgQy8nPj01yvn2yuw,57,157103,20502,,People & Blogs,,https://www.youtube.com/api/timedtext?v=Cng-kfxCOKQ&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261413&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=E544F43C54440F6A30A088FF3B52231189A6B950.1EC52D1A059753B2BD8B6F4AF6FAB4EB5549E7CB&key=yt8&kind=asr&lang=en&fmt=json3
H-PEagzpKWM,MSA Lip Sync Game,https://i.ytimg.com/vi/H-PEagzpKWM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBZKEYwDw==&rs=AOn4CLDoajTgRorLZlMghaedUvGm5fAYJg,"Thanks for @yj.nas for giving permission to use her video
Subscribe now to join our MSA family! 
Follow us on Instagram @my.story.animated for exclusive content, teasers for upcoming videos, and special giveaways. 
https://bit.ly/3jHDZ9A
Make sure you also follow and like our Facebook page. 
 Want to meet MSA’s community? Join our Facebook group to get in touch with other people who are as passionate about us as you are and share with us how our stories changed your life. https://bit.ly/2VwcaqE
If you want to see exclusive memes and funny content that is short and WILL make your day brighter make sure to follow our Tiktok account https://bit.ly/3yoJ6jb",20221203,MSA previously My Story Animated,UCYzEMRKqrh01-tauv7MYyVQ,51,14914109,461205,,Film & Animation,,https://www.youtube.com/api/timedtext?v=H-PEagzpKWM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261414&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=A2B9EF3DB92EA68B96FBEF98820E2572865BA0D6.24E62B9D3928678A2BF4322F80DFFC613AECCD53&key=yt8&kind=asr&lang=en&fmt=json3
-Oiua4xGK5U,My character designs on Monster High,https://i.ytimg.com/vi/-Oiua4xGK5U/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZoEgALAB4oCDAgAEAEYfyATKDQwDw==&rs=AOn4CLAYNRHXEi6EoA3PoDJ_uGW0mx9deA,#shorts #monsterhigh,20230225,Jackie Droujko,UCArWfFqEhLkSAT5uYZJixvA,60,1383604,194133,,Film & Animation,,https://www.youtube.com/api/timedtext?v=-Oiua4xGK5U&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261415&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=24E7294059FE7BB8F15A64125C413CF56D09EF0B.70A3DF8B76D36A02105643349E02DD118E5BACB6&key=yt8&kind=asr&lang=en&fmt=json3
EPcE5LdfabM,Turning Red Deleted Scene,https://i.ytimg.com/vi/EPcE5LdfabM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgALQBYoCDAgAEAEYQiBFKH8wDw==&rs=AOn4CLBKD6Ia8JsUfdHmVqVNQbaVTpj1sQ,#turningred #deletedscene #pixar,20220421,Calamity Trio,UCKpzj6wkozR2cfyS-aUEZlg,57,22992135,2345688,,Film & Animation,,https://www.youtube.com/api/timedtext?v=EPcE5LdfabM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261417&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=59F0919A61996659B99FEC5305C79C7113B4D544.0BDE0D94213FA2AF0822252BC579D6EC3C5B1C81&key=yt8&kind=asr&lang=en&fmt=json3
ms8adnUwU_8,[10 outfits] Are you a real BLINK? How many #BLACKPINK songs do you know? #kpop #kpopdancecover,https://i.ytimg.com/vi/ms8adnUwU_8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYSBlKFYwDw==&rs=AOn4CLAOabbDzNSUFSkfd9Iax2K-Mb2CwQ,"blackpink blink test songs kpop dance cover jisoo jennie lisa rose

instagram & tiktok @dancingintheshed",20230205,dancingintheshed,UCl3gzUuhvbvt4v_TC_1KegQ,58,3645780,239423,,Music,,https://www.youtube.com/api/timedtext?v=ms8adnUwU_8&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261418&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=40B13D699DAD43DBC9F26719B5EA70B397745254.E8F2D70AAEAC6E6E6DFCCB1C73C8F6714E976F33&key=yt8&kind=asr&lang=en&fmt=json3
X7ZmAKh2m1Y,From INCEL To GIGACHAD @beautyisontheinside,https://i.ytimg.com/vi/X7ZmAKh2m1Y/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AcoCgALQBYoCDAgAEAEYciBOKD8wDw==&rs=AOn4CLBmcAo9A8KrGk-a7xfpM9qdAn7Oaw,My New Channel https://www.youtube.com/channel/UC1z0nr6-NRV6P1KB0pepUAQ SUBSCRIBE NOW,20220501,tails clips,UCSf7r-4118P1Ahq9o6IXIWQ,60,49156476,3425492,,People & Blogs,,
T4E7BvPw9Ac,Growing Chia Seeds - #timelapse #chiapet,https://i.ytimg.com/vi/T4E7BvPw9Ac/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYUiBlKCUwDw==&rs=AOn4CLABWcmvrbC3d3DSqEurTLriHh0nDg,"Full video how I do it : https://youtu.be/YnlU08ZkZ0c
Contact : 
Email: animationdango@gmail.com
Facebook: https://www.facebook.com/ngohuynhdang1
Instagram: https://www.instagram.com/amazingnaturevideos/
Music: 
Perilune - AERØHEAD https://soundcloud.com/aerohead 
Creative Commons — Attribution-ShareAlike 3.0 Unported — CC BY-SA 3.0 
Free Download / Stream: https://bit.ly/aerohead-perilune 
Music promoted by Audio Library https://youtu.be/OHduxKdE4zs",20230116,Amazing Tube,UCU9FjEKGwl40uHfSgjgnYaQ,46,51111305,2243664,,People & Blogs,,
1FdWIPzhcps,Helping A Gecko 🦎 Shed Its Eye Caps ❤️ #shorts #gecko,https://i.ytimg.com/vi/1FdWIPzhcps/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBOKEIwDw==&rs=AOn4CLC7HeW4JiZQpytBkzWqPrqUuclJ1Q,Watch As A Compassionate Person Gently Helps A Gecko Shed Its Eye Caps,20230126,The Kindness Diaries,UCXu0h8kybDF6kMO2sXxDa3Q,40,4193749,164571,,People & Blogs,,
CyOsKUEv38c,POV: your boyfriend leaves you after 6 years of relationship 💔 #skincare #skincareASMR #ASMR,https://i.ytimg.com/vi/CyOsKUEv38c/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ab4EgAKACIoCDAgAEAEYZSBXKFQwDw==&rs=AOn4CLCSLD_SLhOhlQjLc74X4RAPL_cdug,"My 2nd channel: https://www.youtube.com/channel/UC1ZQH-MRLOtenmqIxvchmAg
Please follow and support!",20230301,Fanny S,UCRUjpVK1ccRPLNfCIlWwxQA,60,3335271,173312,,People & Blogs,,https://www.youtube.com/api/timedtext?v=CyOsKUEv38c&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261422&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=2031DC240FA0A4A1B98E5A0F9A8FA23F9E2020AA.8248B9CAA7E6D9503C9D863974F7353157AD89F5&key=yt8&kind=asr&lang=en&fmt=json3
wLIJ11H4eIk,World's Shortest Woman #345,https://i.ytimg.com/vi/wLIJ11H4eIk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyAwKDwwDw==&rs=AOn4CLAwYcMRjG59pfMeDabt0-gGEWi5Rw,"Hosted by @eisayo 

Thank you for watching Nas Daily!

Our mission is to bring people together,  and that's why we create content that does exactly that - 

We have a new show called Nas Debates that you can watch here: youtube.com/c/NasDebates

And if you love reading more than watching videos, HERE is a link to our blog: blog.nasdaily.com/

#shorts #worldrecord #people #amazing",20221021,Nas Daily,UCJsUvAqDzczYv2UpFmu4PcA,60,83414523,3664503,,Travel & Events,,https://www.youtube.com/api/timedtext?v=wLIJ11H4eIk&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261424&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=A9EE82628ADF2BCD8E14F2B5FC60C59096A8A708.24A5FBD6FFA691CE3685FF3684AD1F3CC8E182E3&key=yt8&kind=asr&lang=en&fmt=json3
lLUy08h5X2w,Slime Storytime Roblox Text to speech / You can’t say the word / Fans as Characters 🌟,https://i.ytimg.com/vi/lLUy08h5X2w/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBQKFIwDw==&rs=AOn4CLA2VwKfGZ-LSN3j2SF6bqihinTr_w,,20221230,NoobieBloxYT,UCKmS0CtUKvu1PrQDbecg4BA,60,3601385,174966,,People & Blogs,,https://www.youtube.com/api/timedtext?v=lLUy08h5X2w&caps=asr&xoaf=1&xoadf=4&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261425&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf%2Cxoadf&signature=99DC4F31447F8F515B5AE821A687C5A17859C6A4.1D372C933F2FD9A183DFA2209E96478F7D2F3573&key=yt8&kind=asr&lang=en&fmt=json3
yS4-DatwWkI,SPECIAL AFRO CULTURE 🌍 By Oupa ✨ you like ? #funny #viral #graffiti #trending,https://i.ytimg.com/vi/yS4-DatwWkI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBWKEwwDw==&rs=AOn4CLDgXRENqnqnbLYt0T3nAfRhHfKxAg,,20230216,Oupa Art,UCXInsqD2nzI8Xx6nzP7uWbQ,60,120839801,2484697,,People & Blogs,,
8X5ofkrsaA0,"Time flies, huh? 🥺 #Shorts",https://i.ytimg.com/vi/8X5ofkrsaA0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYLiBNKH8wDw==&rs=AOn4CLBvzfBg5mHbfNCpbjiTsZOOMyb3-w,#Victorious #Nickelodeon #ParamountPlus,20220822,Paramount Plus,UCrRttZIypNTA1Mrfwo745Sg,35,1216277,93696,,Entertainment,,https://www.youtube.com/api/timedtext?v=8X5ofkrsaA0&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261427&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=78670F052490422C0CBFC29E566D4B6CBD349967.7C264062892482B4D59F81651409E1DF31262B9F&key=yt8&kind=asr&lang=en&fmt=json3
on4YqV6L2DA,Tá aí o motivo do meu abalo emocional #shorts,https://i.ytimg.com/vi/on4YqV6L2DA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBcKFowDw==&rs=AOn4CLAziCnF4dQyThELG7GU3faIM-5g3Q,,20230211,Brittocwb,UC2581UnsTt9FwrT2tvABTPQ,41,64339379,1217319,,People & Blogs,,
RorcuTiN6MQ,Unique things to do in Australia 🇦🇺 #4,https://i.ytimg.com/vi/RorcuTiN6MQ/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciA5KEMwDw==&rs=AOn4CLBz5XS08dLt6EP6Tjot75jI_qRfeQ,,20230204,Baochi Travel,UCZDCkQWcA3fh8rvrPXUb16g,58,846499,60989,,Travel & Events,,https://www.youtube.com/api/timedtext?v=RorcuTiN6MQ&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261429&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0BC7DB4FF30DC7DE9C4259BDE53317EF452F295F.A5D28BF34CC7697611F80F4509982283BE2B2DED&key=yt8&kind=asr&lang=en&fmt=json3
qMYFh-FpfJs,A+E,https://i.ytimg.com/vi/qMYFh-FpfJs/maxresdefault.jpg,,20230306,yourfav_alexandra,UC5bMafcGF1GEKiz-U2Dqi4A,11,1321,32,,People & Blogs,,
E-KgkH-8_Ts,Ignoring every1 he went to her first🥺♥️ #shorts #kdrama #fightformyway #parkseojoon #kimjiwon #hitv,https://i.ytimg.com/vi/E-KgkH-8_Ts/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYKCBNKH8wDw==&rs=AOn4CLD3zoMFiywvx-IpOCEPRCCmfRwwyQ,"Drama: Fight for my way

Available for free in HD with english subtitles on Hitv
https://www.gohitv.com/

#kdrama #kdramashorts #shorts #parkseojoon #fightformyway #kimjiwon #koreandrama #lovestatus #parkseojun  #dramashorts #firstlove #crush #cute #couplegoals #cutecouple #short #trendingkdrama #kdramaedit",20221212,Drama in nutshell,UChCquVEzpnK_UgX7srn-OjQ,31,7580822,593216,,Entertainment,,
EmZnPCZU6nA,Apparently we're having baby #4,https://i.ytimg.com/vi/EmZnPCZU6nA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBRKEUwDw==&rs=AOn4CLAw5V6nZxSQioEl6EvEj7tp_VBDgw,,20230112,Sunkissed Mama,UCYVj9XAwBl6pMR8TQKZ2oag,44,9915741,490527,,People & Blogs,,https://www.youtube.com/api/timedtext?v=EmZnPCZU6nA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261433&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=2369B4476DD95E986105F23B7B6CFD11DDC3A8A7.2E9464DDC0FC224294373417314FF4DBF80D96A9&key=yt8&kind=asr&lang=en&fmt=json3
F-7LhcsHlKk,Barbie Mixin'Magic Kitchen Brownies 🍫,https://i.ytimg.com/vi/F-7LhcsHlKk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBFKFgwDw==&rs=AOn4CLAcuoy4n0n2RKthZhcLIH4OzQPACw,,20230201,ASMR Playroom,UCOkyurfTeN9InHbSkI-40IA,59,1111201,58405,,People & Blogs,,
KSaNPSOUyz8,painting 🍉 watercolors #art #drawing #painting #colormixing #satisfying,https://i.ytimg.com/vi/KSaNPSOUyz8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyATKBMwDw==&rs=AOn4CLB3PzYHXk3k5o7W1jmDTuj-v141yQ,,20230307,Libro de Arte de Ellen,UC0_cZBh1OjNASLK9Cyx7mLw,15,2107,76,,Howto & Style,,
x_vJDcJkGjo,I need your help to save the pups! #shorts #giveback #dogs,https://i.ytimg.com/vi/x_vJDcJkGjo/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLCw6B2mZ_FSuK_rIYokygJegpEU9A,Donate Here: https://gofund.me/6a186418,20221226,Coby Persin,UCYHjGa8K275f3vHodd2D9og,60,2227060,143145,,People & Blogs,,https://www.youtube.com/api/timedtext?v=x_vJDcJkGjo&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261436&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=CBC98DAB95DC413105AD4AD1548BB094203D03C9.EF7FBC131FD13035027ADFBD4272C86B43784643&key=yt8&kind=asr&lang=en&fmt=json3
W_cl5kRbx1E,Which Disney Princess Is My Bestie? #shorts,https://i.ytimg.com/vi/W_cl5kRbx1E/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLDlh6YktErQDGSVEj2MkeJXPEBsng,Which Disney Princess Is My Bestie? #shorts,20230128,Peachy Queen,UC_dvd8Bg91tblB2fE-8_x3g,60,1777144,62377,,Howto & Style,,https://www.youtube.com/api/timedtext?v=W_cl5kRbx1E&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261437&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=BC34C96E34B36554BDDA4D1DC785AFA4B04B9FA8.92769F54D42DF6F6A2AC7A27B7F19BA0ED425CD5&key=yt8&kind=asr&lang=en&fmt=json3
E1UmvcuJJHs,So my husband wants tteokbokki every weeeeeeek 🤤,https://i.ytimg.com/vi/E1UmvcuJJHs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBdKFcwDw==&rs=AOn4CLAFr6HXgB7qQewG9-3npgNhsHQwNg,detailed recipe here: https://msshiandmrhe.com/cheese-tteokbokki/,20230223,Ms Shi and Mr He,UCDDrB-yGonf4uL2NDf6njTA,47,3828665,341578,,Howto & Style,,https://www.youtube.com/api/timedtext?v=E1UmvcuJJHs&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261439&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=76B6181F8C53394B0247F90C5D47C8B17FADBBD8.5DDF8A433EA866D51F63C290E9A8CE5E305E7B03&key=yt8&kind=asr&lang=en&fmt=json3
NlDwLEXW0NE,reley rece 🔥#jimin #v #jhope #jungkook #bts,https://i.ytimg.com/vi/NlDwLEXW0NE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSyBlKC0wDw==&rs=AOn4CLBaai7Y_aYgsnEM9xKAwPY8CRBcHw,,20220808,Taekook,UCPr0qag-ucBsKrKW-25uckg,56,10149745,1291799,,Gaming,,https://www.youtube.com/api/timedtext?v=NlDwLEXW0NE&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261440&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=6ACDE9D0EEC8F698C6854AE005B09697B1F6AE66.77606F810C1ECBAE3508357668BA43AEB72C133C&key=yt8&kind=asr&lang=en&fmt=json3
Yo7CzqRq7eI,"Kizz Daniel, EMPIRE - Cough {Girls Dance}",https://i.ytimg.com/vi/Yo7CzqRq7eI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYDyBlKEswDw==&rs=AOn4CLA4iWZhr-MzfniVo11EpAy9EZX8Yw,DC by Leilah,20221208,jane leila,UCjP5BlgwqYFsQZX7ievZRQQ,58,3774031,129260,,People & Blogs,,
F8xAsMZv03Q,The best cheat code in GTA ever 😍🔥,https://i.ytimg.com/vi/F8xAsMZv03Q/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYMSBXKH8wDw==&rs=AOn4CLDxLB_2B9kxfLkKLTJMLyGiTsTjSg,"Follow me on Instagram : 👇🏿

https://www.instagram.com/xzit_thamer/?hl=en


Follow me on TikTok: 👇🏿

https://vm.tiktok.com/ZSe8oF11t/",20210823,Xzit Thamer,UCUwf9tuytTCVP6SzMaGwDVA,33,53504089,2799044,,Gaming,,
kQ1X2H1_otM,"January 31, 2023",https://i.ytimg.com/vi/kQ1X2H1_otM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYfyBaKDEwDw==&rs=AOn4CLDZwON6LWQ_f8stwvrY79CUYCwG0w,,20230201,That Little Puff,UClFN9LShD_Pv0wnSeUKbUZw,41,100122285,4145647,,Pets & Animals,,https://www.youtube.com/api/timedtext?v=kQ1X2H1_otM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261442&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=30A6BD6E24292CECCE2089AA290DE33E342565B1.46166DE7665B5F8A360C13354FF69ED158C0780A&key=yt8&kind=asr&lang=en&fmt=json3
hhrKlW9s6Zk,Cleaning off algae covered pond decor￼,https://i.ytimg.com/vi/hhrKlW9s6Zk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ab4EgAKACIoCDAgAEAEYZSBgKFgwDw==&rs=AOn4CLAirIyBIcVKhxmr_F7ODFAExYpWhg,,20221207,RuthAnn Freeman,UCx3eH25Qqe7g77UvmkdwSQA,60,3216790,189438,,People & Blogs,,https://www.youtube.com/api/timedtext?v=hhrKlW9s6Zk&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261443&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=5E61AA8F1758E001A956F614FB792892BC62599D.886643490B3FDE4D5C2EEDDBB8C9A86504C706B8&key=yt8&kind=asr&lang=en&fmt=json3
dEw0ICxoeRI,Worlds Most REALISTIC Magic Wand!!!🪄,https://i.ytimg.com/vi/dEw0ICxoeRI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciA3KEswDw==&rs=AOn4CLDwmg1n5HDxqQFkFZIQ0i8Y3XWqFg,,20221209,Kyle Krueger,UC7rsYYvQbqQrJDGhqWmtAgQ,58,1451344,,,Entertainment,,https://www.youtube.com/api/timedtext?v=dEw0ICxoeRI&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261445&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0D1A44C806C2590262A6D1FF9CAFE44ACC730AD6.AAD035AC3BE43666B000E98363F975E9B885D84F&key=yt8&kind=asr&lang=en&fmt=json3
Irl_lxtZPK4,Just don’t call it a chai tea latte.,https://i.ytimg.com/vi/Irl_lxtZPK4/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSiBVKGUwDw==&rs=AOn4CLDCrNvEAf2OPrD7m3v5OZl7OfPWjw,,20230226,Kumaar Family,UCaNUOonSjCeuQoKLDsz3LNQ,49,8691317,430537,,People & Blogs,,
qzxIlxgJAhE,Is This A Better Version Of Black Widows Death?,https://i.ytimg.com/vi/qzxIlxgJAhE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYViBhKGUwDw==&rs=AOn4CLAeEKxCqn4hFKJifIUSl0zPGsdThQ,#shorts #avengers #blackwidow #endgame #avengersendgame #hawkeye #natasharomanoff #marveledit #marvelshorts #marvelshort #mcu #mcushorts #mcuedit #jdawg,20230206,JDAWG,UCSoCGb4YA087uqngv-912TA,59,1128114,79474,,Entertainment,,
